DataUploaded,ProcessedBy,DatePlanted,"PlanterType
",CollectionSite,CollectionDate,Species,TagID,Condition ,Mass(g),Width(cm),Propagule Length(cm),RadicleLength(cm),PropaguleColor,RadicleColor,Float(Y/N),PartofSomething,notes,,RetiredVariables,Damage?(Y/N),DateGerminated,total length(cm)
,KR,10/20/2022,CC,CP,10/11/2022,AVGE,677,N,1,1.3,1.9,1.8,G,B,Y,,,,,,,
,KR,10/20/2022,CC,VBSP,10/11/2022,AVGE,678,H,2.59,2.2,2.7,3.4,G,B,Y,,,,,,,
,KR,10/20/2022,CC,VBSP,10/12/2022,AVGE,679,H,1.93,1.8,2.6,3,G,G,Y,,,,,,,
,KR,10/20/2022,CC,VBSP,10/13/2022,AVGE,680,H,1.28,1.5,2.4,1.9,G,G,Y,,,,,,,
,KR,10/20/2022,CC,VBSP,10/14/2022,AVGE,681,H,1.69,1.8,2.5,2.2,G,G,Y,,,,,,,
,KR,10/20/2022,CC,VBSP,10/15/2022,AVGE,682,H,0.24,0.7,1.2,1.2,G,G,Y,,,,,,,
,KR,10/20/2022,CC,VBSP,10/16/2022,AVGE,683,H,1.26,1.7,2.2,2.3,G,B,Y,,,,,,,
,KR,10/20/2022,CC,VBSP,10/17/2022,AVGE,684,G,1.03,1.5,2.1,1.7,G,G,Y,,,,,,,
,KR,10/20/2022,CC,VBSP,10/18/2022,AVGE,685,H,2,2,2.7,2.6,G,B,Y,,,,,,,
,KR,10/20/2022,CC,VBSP,10/19/2022,AVGE,686,H,1.86,1.9,2.5,2.2,G,B,N,,,,,,,
,KR,10/20/2022,CC,VBSP,10/20/2022,AVGE,687,H,1.58,1.8,2.3,2.1,G,B,N,,,,,,,
ZB,ZB,10/24/2022,CC,STEER BASIN,10/11/2022,AVGE,688,H,NA,2.2,3,2.1,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,STEER BASIN,10/11/2022,AVGE,689,H,NA,1.8,2.8,2,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,STEER BASIN,10/11/2022,AVGE,690,H,NA,1.4,2,1.4,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,STEER BASIN,10/11/2022,AVGE,691,H,NA,1.8,3.2,2.3,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,STEER BASIN,10/11/2022,AVGE,692,H,NA,1.7,2.7,1.8,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,VBSP,10/11/2022,AVGE,693,H,NA,1.8,2.8,2.1,G,B,N,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,VBSP,10/11/2022,AVGE,694,H,NA,1.9,4.3,3.2,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,VBSP,10/11/2022,AVGE,695,H,NA,2,4.6,3.6,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,VBSP,10/11/2022,AVGE,696,H,NA,2,4.1,3.5,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,VBSP,10/11/2022,AVGE,697,H,NA,1.9,4.1,3.3,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,VBSP,10/11/2022,AVGE,698,H,NA,2.1,4.7,3.3,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,VBSP,10/11/2022,AVGE,699,H,NA,1.5,3.6,2.7,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,VBSP,10/11/2022,AVGE,700,H,NA,1.9,4.5,3.4,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,VBSP,10/11/2022,AVGE,701,H,NA,2.2,5.2,4,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,VBSP,10/11/2022,AVGE,702,H,NA,1.8,4.5,3.5,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,VBSP,10/11/2022,AVGE,703,H,NA,2,4,3.1,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,VBSP,10/11/2022,AVGE,704,H,NA,1.8,3.4,2.2,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,VBSP,10/11/2022,AVGE,705,H,NA,1.7,3.7,2.5,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,VBSP,10/11/2022,AVGE,706,H,NA,1.7,3.4,2.6,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,VBSP,10/11/2022,AVGE,707,H,NA,1.8,3.6,2.8,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,VBSP,10/11/2022,AVGE,708,H,NA,2.1,3.4,2.8,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,VBSP,10/11/2022,AVGE,709,H,NA,1.2,2.5,1.7,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
ZB,ZB,10/24/2022,CC,VBSP,10/11/2022,AVGE,710,H,NA,2,4.2,3.2,G,B,Y,,NO SCALE MASS NEEDS TO BE TAKEN,,,,,
MTG,"MTG, ZB",10/25/2022,CC,CP,10/11/2022,AVGE,711,H,1.95,1.8,3.2,2.2,G,B,Y,,,,,,,
MTG,"MTG, ZB",10/25/2022,CC,CP,10/11/2022,AVGE,712,H,0.63,1.2,2.7,2.2,G,B,Y,,,,,,,
MTG,"MTG, AH",10/25/2022,CC,VBSP,10/11/2022,AVGE,713,H,0.77,1.4,3.5,2.2,G,B,Y,,2 ROOTS,,,,,
MTG,"MTG, AH",10/25/2022,CC,VBSP,10/11/2022,AVGE,714,H,1.32,1.8,3.5,2.2,G,B,Y,,,,,,,
MTG,"MTG, AH",10/25/2022,CC,VBSP,10/11/2022,AVGE,715,H,1.36,1.5,3.2,2.1,G,B,Y,,,,,,,
MTG,"MTG, AH",10/25/2022,CC,VBSP,10/11/2022,AVGE,716,H,1.76,2,3.9,2.4,G,B,Y,,,,,,,
MTG,"MTG, AH",10/25/2022,CC,VBSP,10/11/2022,AVGE,717,H,0.91,1.3,3,2.5,G,B,Y,,,,,,,
MTG,"MTG, AH",10/25/2022,CC,VBSP,10/11/2022,AVGE,718,H,0.84,1.3,3.6,2.4,G,B,Y,,,,,,,
MTG,"MTG, AH",10/25/2022,CC,VBSP,10/11/2022,AVGE,719,H,0.56,1.3,2.3,1.5,G,B,Y,,,,,,,
MTG,"MTG, AH",10/25/2022,CC,VBSP,10/11/2022,AVGE,720,H,1.12,1.6,3.1,2.4,G,B,Y,,,,,,,
MTG,"MTG, AH",10/25/2022,CC,VBSP,10/11/2022,AVGE,721,H,1.57,2,3.6,2.4,G,B,Y,,,,,,,
MTG,"MTG, AH",10/25/2022,CC,VBSP,10/11/2022,AVGE,722,H,0.21,1.2,2.5,1.5,G,B,Y,,,,,,,
MTG,MTG,10/25/2022,CC,VBSP,10/11/2022,AVGE,723,H,1.72,2.1,4.5,2.6,G/B,B,Y,,,,,,,
MTG,MTG,10/25/2022,CC,VBSP,10/11/2022,AVGE,724,H,1.51,1.8,3.4,2,G,B,Y,,,,,,,
MTG,MTG,10/25/2022,CC,VBSP,10/11/2022,AVGE,725,H,0.72,1.4,3,2.1,G,B,Y,,,,,,,
LU,LU,10/31/2022,"3"" TP",CP,10/11/2022,AVGE,726,H,1.87,1.8,2.5,2.5,G,B,N,,,,,,,
LU,LU,10/31/2022,"3"" TP",CP,10/11/2022,AVGE,727,H,1.2,1.5,2.1,1.8,G,B,N,,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,728,H,3.36,2.7,5,3.4,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,729,H,3,2.3,4.5,2.2,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,730,H,2.52,2.2,5,3.4,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,731,H,2.49,2.1,4.6,3.1,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,732,H,2.74,2.5,4.7,3.5,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,733,H,2.49,2.3,4.5,3.2,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,734,H,2.12,1.6,3.7,2.3,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,735,H,3.39,1,2.1,1.2,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,736,H,2.62,2.3,4,3.1,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,737,H,1.82,2,4.4,3.2,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,738,H,1.96,2.1,4.2,3.1,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,739,H,2.42,2,3.6,2.5,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,740,H,2.05,2,3.8,3,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,741,H,1.96,1.6,3.2,2.4,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,742,H,1.21,2,3.7,2.8,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,743,H,0.81,1.4,3.1,2,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,744,H,1.84,1.8,2.4,2.4,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,745,H,2.65,2.4,4.4,3.4,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,746,H,1.57,1.7,2.8,2.3,G,B ,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,747,H,1.51,1.5,4.4,3,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,748,H,1.24,1.2,3.8,2,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,749,H,2.74,1.5,4.5,2.9,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,750,H,2.12,1.3,4.8,2.9,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,751,H,2.35,1.3,4.3,2.7,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,752,H,1.24,1.1,2.8,0.6,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,753,H,0.79,1.2,2.6,1.3,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,754,H,1.76,1.3,4.5,2.6,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,755,H,1.16,1.3,2.1,1.3,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,756,H,2.2,1.5,2.4,2.7,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,757,H,1.33,1.1,2,1.5,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,758,H,1.41,1.3,2.2,1.6,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,759,H,1.62,1.3,1.4,2.3,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,760,H,1.48,1.3,2,2,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,761,H,0.96,1.9,2,2,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,762,H,1.05,1.2,2.2,2,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,763,H,0.82,1.1,1.9,2,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,764,H,0.66,1,1.9,1.8,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,765,H,1.15,1.2,2,1.8,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,766,H,0.7,1.1,1.9,1.2,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,767,H,1.1,1.3,2.2,2.1,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,768,H,0.33,1,1.6,1.5,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,769,H,0.76,0.9,1.5,1.1,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,770,H,0.47,1,1.6,1.4,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,771,H,0.54,0.8,1.6,1.6,G,GB,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,772,N,2.45,2,2.8,2.4,G,B,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,773,N,2.19,2,1.5,2.4,G,B,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,774,N,2.96,2,2.6,1.5,G,B,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,775,H,1.39,1.8,2,2.1,G,G,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,776,H,1.08,1.6,1.9,2,G,G,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,777,H,1.92,1.9,1.4,2.5,G,G,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,778,N,1.67,1.8,2.2,2.7,G,B,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,779,H,1.59,1.6,2,2,G,G,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,780,H,2.05,2,2.4,2.3,G,G,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,781,H,1.56,1.9,2.2,2.5,G,G,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,782,H,1.88,1.9,2.8,2.7,G,G,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,783,H,2.15,2,2.5,1.4,G,B,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,784,H,1.2,1.5,2.1,2.3,G,G,Y,N,HAS BRUISING ,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,785,H,2,2,2.7,2.6,G,G,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,786,H,1.58,1.8,2.1,2,G,G,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,787,H,1.3,1.5,2.2,1.4,G,G,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,788,H,1.72,1.8,2.2,2.4,G,G,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,789,H,1.75,1.8,2.6,2.1,G,G,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,790,H,1.16,1.4,2,2.3,G,G,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,791,H,1.22,1.6,2.1,1.4,G,G,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,792,H,1.83,1.9,2.2,2,G,G,N,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,793,N,1.67,1.8,2.2,2,G,B,N,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,794,N,1.97,2,2.5,1.2,G,B,N,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,795,H,1.57,1.6,2.2,2,G,G,N,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,796,H,1.21,1.5,2,1.8,G,G,N,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,797,H,1.19,1.6,1.9,1.7,G,G,N,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,798,H,1.24,1.5,2,2,G,G,N,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,799,H,0.98,1.3,2,2,G,G,N,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,800,H,1.22,1.5,2,1.8,G,G,N,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,801,H,0.66,1.2,1.6,1.5,G,G,N,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,802,H,0.49,1,1.5,1.6,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,803,H,0.4,1,1.6,1.5,G,GB,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,804,H,1.43,1.2,2,2.1,G,GB,N,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,805,H,1.66,1.3,1.2,1.8,G,GB,N,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,806,H,1.73,1,2.2,1.7,G,GB,N,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,807,H,0.44,0.9,1.5,1.2,G,GB,N,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,808,H,0.66,0.9,1.6,1.1,G,GB,N,N,BRUISED,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,809,H,0.83,1.1,1.7,1.4,G,GB,N,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,810,H,1.25,1.1,1.9,2.2,G,GB,N,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,811,H,0.47,1.3,1.5,1.4,G,G,Y,N,,,,,,
DIRECT INPUT,"KH, AJH",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,812,H,0.59,1.8,1.8,1.4,G,G,Y,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,813,H,1.67,1.2,2,2.1,G,GB,N,N,,,,,,
"EA, DG","EA, DG",7/19/2023,"3"" TP",SG,7/12/2023,AVGE,814,H,0.12,0.6,1,0.5,G,GB,N,N,,,,,,
AJH,AJH,7/20/2023,"3""TP",GP,7/13/2023,AVGE,815,H,1.15,1.5,2,1.4,G,G,Y,N,,,,,,
AJH,AJH,7/20/2023,"3""TP",GP,7/13/2023,AVGE,816,H,0.5,1,1.5,1,G,G,Y,N,,,,,,
AJH,AJH,7/20/2023,"3""TP",GP,7/13/2023,AVGE,817,H,1.37,1.8,2.3,1.4,G,G,Y,N,,,,,,
AJH,AJH,7/20/2023,"3""TP",GP,7/13/2023,AVGE,818,H,0.86,1.5,2,1.5,G,G,N,N,,,,,,
"KH, DG","KH, DG",7/27/2023,"3"" TP",CP,7/25/2023,AVGE,819,H,0.84,1.3,1.7,1.3,G,G,Y,N,,,,,,
"KH, DG","KH, DG",7/27/2023,"3"" TP",CP,7/25/2023,AVGE,820,H,0.87,1.2,2,1.5,G,G,N,N,,,,,,
"KH, DG","KH, DG",7/27/2023,"3"" TP",CP,7/25/2023,AVGE,821,H,0.72,1.1,1.8,1.3,G,G,N,N,,,,,,
"KH, DG","KH, DG",7/27/2023,"3"" TP",CP,7/25/2023,AVGE,822,H,1.31,1.4,2,1.4,G,G,N,N,,,,,,
"KH, DG","KH, DG",7/27/2023,"3"" TP",CP,7/25/2023,AVGE,823,H,1.4,1.5,2.3,1.5,G,G,N,N,,,,,,
"KH, DG","KH, DG",7/27/2023,"3"" TP",CP,7/25/2023,AVGE,824,H,1.18,1.4,2.2,1.2,G,G,N,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,825,H,1.48,1.7,2,1.4,G,G,N,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,826,H,1.37,1.6,2.3,1.5,G,G,N,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,827,H,1.23,1.5,2,1.2,G,G,N,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,828,H,1.56,1.7,2.5,2,G,G,N,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,829,H,0.96,1.5,2,1.5,G,G,N,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,830,H,1.27,1.8,2.2,1.5,G,G,N,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,831,H,0.96,1.4,2,1.4,G,G,N,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,832,H,1.21,1.6,2.1,1.5,G,G,N,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,833,H,1.57,1.7,2.5,1.8,G,G,N,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,834,H,0.96,1.5,2,1.3,G,G,N,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,835,H,1.19,1.5,2,1.5,G,G,N,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,836,H,1,1.5,2,1.5,G,G,N,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,837,H,1.22,1.6,2.1,1.5,G,G,N,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,838,H,0.77,1.3,2,1.4,G,G,N,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,839,H,0.73,1.3,1.9,1.2,G,G,N,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,840,H,0.67,1.3,1.7,1,G,G,N,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,841,H,1.26,1.5,2.2,1.4,G,G,Y,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,842,H,1.32,1.5,2.2,1.4,G,G,Y,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,843,H,0.44,1.2,1.8,0.9,G,G,Y,N,,,,,,
DIRECT INPUT,AJH,8/11/2023,"3""TP",CP,7/25/2023,AVGE,844,H,0.52,1.2,1.7,1,G,G,Y,N,,,,,,
,,,,,,,845,,,,,,,,,,,,,,,
LAURAS INTAKE?,,8/16/2023,,"NUMBERS WERE IN 600'S, NOW",,,846,,,,,,,,,,,,,,,
,,,,,,,847,,,,,,,,,,,,,,,
,,,,,,,848,,,,,,,,,,,,,,,
,,,,,,,849,,,,,,,,,,,,,,,
,,,,,,,885,,,,,,,,,,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,850,H,1.39,1.5,2,1,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,851,H,2.16,1.9,2.5,1.8,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,852,H,2.16,1.7,2.5,2,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,853,H,1.17,1.3,1.5,2.1,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,854,H,1.41,1.5,1.9,2.1,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,855,H,1,1.3,2,1.2,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,856,H,1.95,1.7,2.2,3.2,G,G,Y,N,,,,,,
DIRECT,AJH,8/18/2023,"3""TP",STEER BASIN,8/14/2023,AVGE,857,H,1.38,1.5,2,2.6,G,G,Y,N,,,,,,
